location,Followers,Hashtags,Username,Datetime,Text
"Woippy, France",849,,MalfoySlow,2022-12-29 16:21:55+00:00,@PlayApex Ugly and useless
,23,,OwNid_,2022-12-29 16:21:36+00:00,"@JeffCVlogs @cream975 @PlayApex Let people enjoy things bruh, you acting mad at how people spend their own money making assumptions and shit, grow up 💀"
Somewhere ,2,['PS4live'],SebWarzone,2022-12-29 16:21:36+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/3prdA4AJuV
,47224,['Apexlegends'],mokeysniper,2022-12-29 16:21:30+00:00,"completely silent Ziprail 👍
1min later same squad and what it should sound like
#Apexlegends https://t.co/gcAdGbun7I"
,143,,SeerKidyFiddler,2022-12-29 16:20:57+00:00,@PlayApex People already payed for these in the past and now you're in giving them away for free with no compensation/refund to the players that bought them. Scum piece of .... devs https://t.co/0syxddrSQu
Night City,192,,tinytransfem,2022-12-29 16:20:49+00:00,"@luisda360 @LinusTech obviously I notice the difference between 30, 60, 120 FPS, who wouldn't? I just don't care for FPS in singleplayer games

when I play something competitive like Apex Legends I play at 144 FPS, but singleplayer RPGs like Witcher 3 I play at max settings and 30 FPS"
"Scotland, United Kingdom",2060,"['smallstreamersupport', 'smallstreamers']",kevinn_plays,2022-12-29 16:20:11+00:00,"I'm now streaming on Twitch! Playing Apex Legends Mobile https://t.co/9CM0ANKTww

#smallstreamersupport
#smallstreamers
@BlazedRTs
@sme_rt
@PromoteAMGamers
@rtsmallstreams
@SupStreamers
@promo_streams
@StreamersRT1
@StreamerWallcom"
"You can call me ""Hyper""",171,,Gamer5Creative,2022-12-29 16:19:36+00:00,@Grrted @PlayApex This ratio will be in history of ratio
,143,"['apexlegends', 'respawn']",SeerKidyFiddler,2022-12-29 16:19:34+00:00,Die of cancer useless apex devs useless at your jobs #apexlegends #respawn https://t.co/dOzBm1LlYA
,126,,Kozandr1,2022-12-29 16:19:28+00:00,"@PlayApex Meanwhile, Overwatch drops
https://t.co/D3XBPuQ3Db"
"Texas, USA",11,,sertrilean,2022-12-29 16:19:02+00:00,@PlayApex Overwatch dropping skins and y’all dropped this nonsense
,9,,Rayyan_3241,2022-12-29 16:19:01+00:00,@PlayApex Time for the @Grrted ratio
,12,,NRelikk,2022-12-29 16:18:57+00:00,"@theog_Pepper @PlayApex This shit looks dope asf 💪

whats the song?"
,107,,AlexN3x0n,2022-12-29 16:18:53+00:00,"@PlayApex Now after this you’re gonna add new content to the game, right?"
,12,,AnimeWooper,2022-12-29 16:18:52+00:00,@Grrted @PlayApex own those frauds garret
monke flip,75,,20Nico01,2022-12-29 16:18:38+00:00,@PlayApex Lazy content asf dead game
No Trust   ˘-˘  ,1087,,keeLesh_FPS,2022-12-29 16:18:12+00:00,@PlayApex Old Shit 🥲
,3,,ukdynamix,2022-12-29 16:18:07+00:00,@PlayApex Just give me a taste of a Pathfinder passive I beg of you
Sesamestreet 123,549,,kostadude,2022-12-29 16:17:55+00:00,@Grrted @PlayApex Let’s do this
,27,,ScarrTheGamer,2022-12-29 16:17:42+00:00,@PlayApex Lmao y’all really are-released that loading screen? I literally have it😂😂
Amsterdam & Everywhere,18386,,DANNYonPC,2022-12-29 16:17:40+00:00,@Grrted @PlayApex This ratio is gonna be glorious
,32,,Spidey_Hood,2022-12-29 16:17:39+00:00,@PlayApex Please make the game better next year
Amsterdam & Everywhere,18386,,DANNYonPC,2022-12-29 16:17:31+00:00,@PlayApex Sorry but this is gonna be a ratio out of sadness
MIA,2143,,_naniumami,2022-12-29 16:17:31+00:00,How’s that new legend on Apex? Haven’t been on since last season.
,89,,erotic_barber7,2022-12-29 16:17:27+00:00,@Grrted @PlayApex corny british man
"Dumfries, Scotland",1137,,SandyK1LL,2022-12-29 16:17:27+00:00,@PlayApex recycle music packs next. Need those Horizon bagpipes
18yo | gay,42,,mauwau18,2022-12-29 16:17:26+00:00,"@PlayApex Nobody will watch for this that long
Im sorry"
,29,,BlackJack6095,2022-12-29 16:17:04+00:00,@Grrted @PlayApex Do it
real,26,,MortyYT3,2022-12-29 16:16:57+00:00,@Grrted @PlayApex HERE WE GO
Greece,3361,,GeoYTB_,2022-12-29 16:16:51+00:00,@Grrted @PlayApex I believe in you
great tomb of nazarick,99,,VikingMunchies,2022-12-29 16:16:45+00:00,@PlayApex Cross progression?
"Switzerland, Canton of Bern",41,,zNero_TV,2022-12-29 16:16:41+00:00,@Grrted @PlayApex Waited for it
underground ,16,,maddhatter__,2022-12-29 16:16:34+00:00,@PlayApex First
apexskinarchive@gmail.com ,39138,,Grrted,2022-12-29 16:16:29+00:00,@PlayApex Ratio 💔
"Northampton, England",87,,BradH1_,2022-12-29 16:16:23+00:00,@PlayApex help i can’t find a game
The Outlands,3465941,,PlayApex,2022-12-29 16:16:06+00:00,Don’t forget! You can score Twitch Drops you might have missed out on this week. Tune in to any channel streaming Apex Legends today and tomorrow for your last few chances to unlock https://t.co/9FmklneAKY
"Geneva, Switzerland",1127,['technology'],GFradelos,2022-12-29 16:15:44+00:00,Retweet selected by the https://t.co/kmOCQTFIJb team |  Apex Legends coming this fall to Switch with crossplay #technology https://t.co/x3rOXuR6yv https://t.co/YNExqRAXDK
,19,"['PS5Share', 'ApexLegends']",RotutuGame,2022-12-29 16:15:33+00:00,"#PS5Share, #ApexLegends 
part1 https://t.co/nB8BkOETP9"
Shipment ,142,,ll_Sparkz_ll,2022-12-29 16:15:05+00:00,@alphaINTEL At this point just close out this game and come out with Apex Legends 2 with different fixes and changes
India,126,,HereSpyder,2022-12-29 16:15:01+00:00,Jesus himself playing Apex Legend's Mobile 🥺 @PlayApexMobile https://t.co/FKApd94B0P
A House,549,,HT_Gamer527,2022-12-29 16:14:43+00:00,Check out Rampart grindz  | Xbox Series S | Apex Legends https://t.co/tyN1HjW3mI
United Kingdom,287,,lShadzi,2022-12-29 16:14:28+00:00,@xLimmitless @PlayApex damnnnnnnnnnn
BROKEN MOON,16,['ApexLegends'],apex_Voiceline,2022-12-29 16:14:13+00:00,"Caustic:""Conduct the experiment, or become it. (coughs)""
 #ApexLegends https://t.co/jY5oCxT1Zh"
,38,"['ApexLegends', 'PS5Share']",arufa_361,2022-12-29 16:13:27+00:00,"#ApexLegends #PS5Share 
good https://t.co/rOfD4JbJku"
ATL,637,,rawswaggatv,2022-12-29 16:12:52+00:00,"Solo Que to Masters Waiting Room! https://t.co/LxZyY7a4Tk

PLAYING SOME RANKED APEX LEGENDS AND PUSHING FOR MASTERS! Come root me on!"
没 えすある,81,['PS4live'],ZetysT,2022-12-29 16:12:14+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/ywf2PwsvGs
nothing,67,,TrueSpartanMKVI,2022-12-29 16:11:31+00:00,"7. Fortnite
It has Doom Slayer so it is peak fiction.

Suprisingly how I can actually get more kills and get better at killing players unlike how I play with Apex Legends. https://t.co/Dn8xzWchpl"
$SOL,2349,,Seb_Moriarty,2022-12-29 16:11:03+00:00,"@ShiLLin_ViLLian Apex Legends all day baby! 

Actually been taking it chilled lately though with High on Life and Return to Monkey Island 🐒"
"Minnesota, USA",1881,,Galactic_Limey,2022-12-29 16:10:18+00:00,@theog_Pepper @PlayApex That was hell clean. Gah damn
"Seatown, Morocco",3571,,xBamboozler,2022-12-29 16:10:05+00:00,@xLimmitless @PlayApex so talented
,1723,,ItsDANKYT,2022-12-29 16:09:17+00:00,Looking too fill my Apex roster before Falling Legends II is Dropped
,424,"['ApexLegends', 'petcam', 'twitch', 'thursdayvibes']",ridesrambles,2022-12-29 16:08:48+00:00,Happy Thursday Lovelies! Stop on in and say hi! Streaming Live now! #ApexLegends #petcam #twitch #thursdayvibes https://t.co/59yK85UKdS
"New York, NY",22,['ApexLegends'],HolySpiritJohn,2022-12-29 16:08:39+00:00,I wanna love Apex again. #ApexLegends https://t.co/i0pPahpfpY
,222,,CoraxMiss,2022-12-29 16:08:32+00:00,@VallTwitch @PlayApex @TeamLVGCreators @Twitch Just to good.. so get good and start practicing 🤣
,49,['PS4live'],BannersAsylum,2022-12-29 16:08:20+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/snthIaLjoM
India,974,,dexterhere_,2022-12-29 16:08:06+00:00,@theog_Pepper @PlayApex Sheeesh that was smooth af 💙💙
,614,,_Ttaiwo_,2022-12-29 16:07:55+00:00,@PlayApex Could you please tell me exactly what happened here? Was that cheat or what ? Where were the last squad? https://t.co/xB5UDDPjfS
Plantet Mars ,1892,,1996vol3,2022-12-29 16:06:59+00:00,I'm now streaming on Twitch! Playing Apex Legends https://t.co/SK7TjE4tqD
,42,,hottakes234,2022-12-29 16:06:56+00:00,"@PlayApex ping limit western servers, its not fun to play versus chinese cheaters every game"
 Social Links 💻⤵️,301,"['Twitch', 'Live', 'ApexLegends']",themourning_,2022-12-29 16:06:14+00:00,"LIVE ON PEXYYY - 
https://t.co/TNhzx11XD2 
#Twitch #Live #ApexLegends"
,2,,iiiBlueApple,2022-12-29 16:05:40+00:00,"@alphaINTEL More new weapons.

New weapons makes the game feel more fresh, alive, and honestly more engaging. Legends aren’t that important anymore imo, this year shows that. 

Well Apex has to many weapons already? Do a similar vaulting system like Fortnite and the issue is solved."
"Dallas, TX",573,,botisimostreams,2022-12-29 16:05:34+00:00,"Should I Watch LABSHZAM Playing Apex Legends Now? 🎱 ""It Is Decidedly So"" https://t.co/QhpFFfnbZX"
,1831,,ayeerelll,2022-12-29 16:04:32+00:00,Tap In to my STREAM APEX LEGENDS  https://t.co/pWG1PqP4yH ....Hit that follow button and spam GO CRAZZYYY when you join ‼️‼️‼️
No Where And Everywhere,44,['PS4live'],ZyzxBro,2022-12-29 16:04:05+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/9yvRyHgSAj
The Firing Range,1042823,,alphaINTEL,2022-12-29 16:03:34+00:00,"In 2023, Apex Legends needs... https://t.co/oyaBpEjTFk"
,207,['PS4live'],tracXx_Ps,2022-12-29 16:03:20+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/5n0priJ5sQ
,62,,Mrsasquatch18,2022-12-29 16:02:49+00:00,@AngelicAngieTv @Respawn @alphaINTEL @PlayApex We need onlyfans https://t.co/KjwQ705B1j
,7,,AshApexWattson,2022-12-29 16:02:41+00:00,@KyzloK This is real Apex Legends Mobile
Wales ,280,"['content', 'viral', 'apexlegends', 'content', 'smal']",Tiny_Sheza,2022-12-29 16:02:26+00:00,My first apex video enjoy (: #content #viral #apexlegends #content #smal... https://t.co/MbA1UUdkzS via @YouTube
25 | he/him ,2289,,_lobotomyx,2022-12-29 16:01:03+00:00,@Grrted @PlayApex Ratio!
,1137,['Twitch'],TwitchNotis,2022-12-29 16:00:35+00:00,"✨ #Twitch Drop activated ✨

Drop Name:
Apex Holiday Drops Day 4

Game:
Apex Legends

Start: 29.12.22, 08:00:00 PST
End: 30.12.22, 08:00:00 PST

Watch here:
https://t.co/zpE8jjbBcj https://t.co/WhXfjJFtYw"
Münster,22,['streaming'],Yakiziolp,2022-12-29 16:00:35+00:00,I'm #streaming Apex Legends over at https://t.co/O54ZlKy9wy come and enjoy!
"Austin, TX",1157,"['ApexLegends', 'ApexClips']",fpslounge_,2022-12-29 16:00:30+00:00,"Everyone thinks they are good with the wingman, only a few are #ApexLegends #ApexClips @fpsvein https://t.co/nv10Fa06bX"
Broken Moon,122546,,TTrebb,2022-12-29 16:00:06+00:00,"How to Exploit Valkyrie Movement in Apex Legends 

New YouTube Video is LIVE 👇

https://t.co/AlKLV0vbvc https://t.co/eo5HxbZ5wp"
Blue Moon,427,['ApexLegends'],Kryptonic369,2022-12-29 15:59:58+00:00,@peachefe Who’s into #ApexLegends⁉️ https://t.co/sVMX6zjgRU
,914,,aranayach,2022-12-29 15:59:22+00:00,@aezhemHM No no no maybe part time~ haha I'm planing Apex Legends  Or if I want to lose some sanity and brain cell maybe League of Legends🤔
apex games,2,"['apexlegends', 'respawn']",SeerK1ddyF1dler,2022-12-29 15:58:30+00:00,Die of cancer apex devs you have the worst matchmaking in gaming history useless lazy cunts fix it #apexlegends #respawn https://t.co/VuWc2P6dfD
,7,"['ApexLedgends', 'BattleRoyale']",nerd4nation,2022-12-29 15:57:48+00:00,"I just released probably the most pathetic #ApexLedgends Gameplay for my #BattleRoyale let's play series, I need some tips.
@PlayApex
https://t.co/Ekjl6B9Vaf https://t.co/NDuQvZXKiq"
🇦🇺,34,"['PS5Share', 'ApexLegends']",CriimReaper,2022-12-29 15:57:43+00:00,"#PS5Share, #ApexLegends Randoms Baby 🥱😒 https://t.co/maLILjm38q"
"Texas, USA",83,,Nomadicdamon_,2022-12-29 15:57:43+00:00,@Amicheyy @PlayApex You would’ve hit ever shot😂
,113,,Hi_iam_Mike,2022-12-29 15:57:29+00:00,"@TwitchSupport Hi, i'm having an issue with my twitch drops for Apex Legends. They're linking to my console and not my PC. How do I fix this? Thank you"
,25,,moisellou,2022-12-29 15:56:16+00:00,@PlayApex its a sign for me to download apex (again)
"Florida, USA",269,['PS4live'],No1_Devastator,2022-12-29 15:55:37+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/aiL7oJXP6h
"kokomo, mn",242,,winterm00n_,2022-12-29 15:55:28+00:00,no rule against apex legends https://t.co/QV8aBFJShB
Mars,490,"['PS5Share', 'ApexLegends']",Xonix41,2022-12-29 15:55:04+00:00,"Really hate that I still got it

#PS5Share, #ApexLegends https://t.co/j6U7Jew2ot"
,3,,GlennRadarsFade,2022-12-29 15:54:39+00:00,Another win today in Apex legends 🥳 https://t.co/G3Zh3Q2ANX
"Dallas, TX",447,,JkNoBitch,2022-12-29 15:54:30+00:00,It’s almost 2023 and there’s still no cross progression in Apex Legends. Wtf is respawn doing?
Timezone Asia/Tokyo (GMT+9),266,"['ApexLegends', 'マップローテーション']",MapRotationBot,2022-12-29 15:53:41+00:00,"Current:
World's Edge at 00:30-01:30

Next:
Broken Moon at 01:30-03:00

#ApexLegends #マップローテーション"
,8151,['ApexLegends'],KarateSkool,2022-12-29 15:53:14+00:00,"in the back of my mind all I heard was ""PULL"". Those vantage sniper crack devastating #ApexLegends https://t.co/4ORmeKzyo5"
,154,,GAME_introduce7,2022-12-29 15:52:28+00:00,"Apex Legends Video Post

Apex Legends:Three people choose different legends and fight as a pair.
click the link below to watch now:

1:https://t.co/BxiQTEgyoP
2:https://t.co/BJ0B0d6itT
3:https://t.co/5Lvt9e6ngX"
"Virginia, USA",137,['ApexLegends'],TheOnlyBroady,2022-12-29 15:52:04+00:00,Playing Some #ApexLegends  https://t.co/itaDfr1tSP
,81,,NightshadeKr,2022-12-29 15:51:03+00:00,@Johast3 @NotAzoic @jordanfisher @PlayApex cope harder transphobe
,1175,['ApexLegends'],ApexTOP10_JPN,2022-12-29 15:50:50+00:00,"#ApexLegends TOP10 in JPN
🥇 (60,421) tttcheekyttt_SBI
🥈 (51,567) pad_VOLzZ
🥉 (49,780) DFM_1tappy
4⃣ (45,161) MiliMfps
5⃣ (45,095) SE_Licco28
6⃣ (44,351) Kantera_b
7⃣ (44,120) LDN_Kuroton
8⃣ (42,078) FC_UmichanLoveti
9⃣ (41,548) BlackPink
🔟 (41,159) PonponWarrior"
日本,105,['PS4live'],NikeSalu,2022-12-29 15:50:25+00:00,#PS4live (Apex Legends)  live at https://t.co/vJSbT08gS9
"New York, USA",293,"['apexlegends', 'APEXmobile', 'APEX', 'Competitive', 'TwitchStreamers', 'twitch', 'tiktok', 'YouTube', 'twitchtv', 'apexclips', 'apexlegendsclips', 'ALGS']",Overlooked_Ent,2022-12-29 15:49:45+00:00,"First up we'd like to welc9me @ZallowFPS to Our Apex Competitive Team! Can't wait to see the work he puts in! 

#apexlegends #APEXmobile #APEX #Competitive #TwitchStreamers #twitch #tiktok #YouTube #twitchtv #apexclips #apexlegendsclips #ALGS https://t.co/tE1vbVOKTh"
,99,['PS4live'],Announn112,2022-12-29 15:49:18+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/tY5j6YOV1l
,747,,Crazy_AL1,2022-12-29 15:48:47+00:00,@blodwynnUK @PlayApex How does 3 stacking even help you improve?
Georgia,200,,NickChedia,2022-12-29 15:48:29+00:00,@xLimmitless @PlayApex Literally a cinematographic masterpiece
,16,,vonruedenvgzgk,2022-12-29 15:48:09+00:00,"500 Apex Legends Tips Tricks and Hints: The Ultimate Strategy Guide IMH30TF

https://t.co/3NW4DAwhVo https://t.co/OXUaVD0tYW"
"New York, NY",55,,itzTacoyakiTV,2022-12-29 15:46:47+00:00,"I'm live now, today we're playing Apex Legends first and seeing what happens after! https://t.co/kRooxwQgB4 https://t.co/lk1WUe0Q4x"
,62,,T87200528,2022-12-29 15:46:42+00:00,@iamdrunkdriving sorry i came home and fell weak to primal instincts and had sex with a woman instead of grinding Apex Legends
,15,"['ApexLegends', 'PS4share']",k3v_im,2022-12-29 15:46:40+00:00,"Jump Grenade
#ApexLegends @PlayApex #PS4share

https://t.co/jcb3UcNczj https://t.co/hfERal2YIm"
,164,,ironclaw3000,2022-12-29 15:46:03+00:00,"We gotta quench that Apex legends thirst as the year comes to an end, today JPVtuber Knife wielder lord Krim bi 🔪 has begun playing https://t.co/m3H8EPSz54"
Worlds Edge,26,"['EnterOrion', 'ApexLegends', 'apexclips']",Axisr_,2022-12-29 15:45:21+00:00,"Not so bad after taken a little brake from apex. 

(@OrionSectors)
#EnterOrion #ApexLegends #apexclips https://t.co/LXLZb2Vr9L"
"Ontario, Canada",6,['PS4live'],KillianWolf5,2022-12-29 15:45:10+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/Io4uew2B2U
,1,,DDizdarevivc,2022-12-29 15:44:07+00:00,@PlayApex So are we supposed to wait days for them to go to our accounts because they aren’t going to my account
"White River Junction, VT",2861,,Chris_Blackey,2022-12-29 15:43:32+00:00,@VikingWadey @ApexLege @PlayApex The state of Apex is in big trouble right now
"England, United Kingdom",52,"['apexlegends', 'twitch', 'ranked', 'vtuber', 'streamergirl', 'twitchstreamer', 'gamer', 'girlgamer', 'cute', 'anime', 'pastelgoth', 'kawaii', 'catgirl', 'lgbtq', 'adhdwomen', 'tics', 'alternative', 'gameswithfriends', 'rockmusic']",sevampire98,2022-12-29 15:40:41+00:00,Streaming some #apexlegends on #twitch playing some #ranked with @sleepyghostwthemost #vtuber #streamergirl #twitchstreamer #gamer #girlgamer #cute #anime #pastelgoth #kawaii #catgirl #lgbtq #adhdwomen #tics #alternative #gameswithfriends #rockmusic
,9443,,achiumoe,2022-12-29 15:40:01+00:00,@HisandHersLive @PlayApex I play Apex 👉👈
United States,92,"['gamer', 'instagram', 'apexlegends', 'memes', 'graphicdesigner', 'gta', 'xboxone', 'Fortnite', 'gamergirl', 'SupportBlackBusiness', 'meme', 'TwitchPartner', 'esports', 'cod', 'twitchstream']",MilaGFX,2022-12-29 15:40:00+00:00,"DM to commission Emotes / Sub Badges 🎨
#gamer #instagram #apexlegends @GamingRTweeters  #memes #graphicdesigner #gta #xboxone #Fortnite #gamergirl #SupportBlackBusiness #meme @DripRT @GamingRTweeters #TwitchPartner #esports #cod #twitchstream https://t.co/zzycMKNIPk"
,2,"['ApexLegends', 'VZN', 'Fun123', 'Corpa']",Charlot44749957,2022-12-29 15:39:41+00:00,The perfect game #ApexLegends #VZN #Fun123 #Corpa
"Pittsburgh, PA",129,['ApexLegends'],SharkeyJabs,2022-12-29 15:39:23+00:00,"Infuriatingly and unfortunately this is an industry-wide phenomenon. Players of games are a simple commodity, not at all intended to be a force of reason or opinion. #ApexLegends dev vs community drama comes to front of mind here. https://t.co/p3cEhPftDb"
Newcastle,166,,henryshep2009,2022-12-29 15:39:22+00:00,anyone want to play ranked apex legends and is in gold 3 - plat 2 https://t.co/0RY7u6SZ2H
,432,,ID_VOIID,2022-12-29 15:38:49+00:00,@grimcessss @HisandHersLive @PlayApex still👀 first time for everything 😹
,8,,ImExtraph,2022-12-29 15:38:31+00:00,"@WylderZak This is an apex legends community im not surprised with the answers, the active players count for each game answer the question."
on a roller coaster somewhere,68,,drafs_mannulus,2022-12-29 15:38:26+00:00,@vyprae1 Mostly apex legends and planet coaster
🏡,207,"['ApexLegends', 'XboxShare', 'Gaming', 'GamingCommunity']",kohorteS,2022-12-29 15:38:04+00:00,"Squad push, ends with a Arkstar boom #ApexLegends #XboxShare @iiTz_NintendoRT @ApexPawn @ApexLegendsRT @rt_bat #Gaming #GamingCommunity https://t.co/drH9i1QDpe"
they/them,552,,jamesandthen,2022-12-29 15:37:52+00:00,how to win apex legends https://t.co/kQv1B1Y0W2
,68,,vDaphneTV,2022-12-29 15:37:21+00:00,"@EAHelp @PlayApex @Respawn @EAHelp it's been 24 hours and I still havent gotten the item I got gifted, the coins from the person who gifted it are still gone, so they paid correctly and selected the right account."
World Edge,30,"['ApexLegends', 'APEX']",Game46312496,2022-12-29 15:36:51+00:00,"APEX casual and s15 rank. daily 30kill vol. 47 (No Talking)

https://t.co/kA1KPjXyvW

#ApexLegends 
#APEX"
"Omaha, NE",146,['ApexLegends'],imashleeann,2022-12-29 15:35:36+00:00,"Picking up the new years eve decorations today and tomorrow I'm getting the drinks for the #ApexLegends  drinking game 🍻  

Saturday needs to hurry up!"
"Philadelphia, PA",735,"['THANK', 'YOU', 'ALL', 'SO', 'MUCH', 'INCREDIBLE', 'SUPPORT', 'VTuberUprising', 'VTuberDebut', 'Vtubers', 'Fortnite', 'ApexLegends', 'FFXVI', 'Valorant']",KairiCaitlyn,2022-12-29 15:35:22+00:00,"I had fun ~ #THANK #YOU #ALL #SO #MUCH FOR THE #INCREDIBLE #SUPPORT THE PAST FEW DAYS! 
During we my hiatus we lost a dozen or so, but tn, WE RE-REACHED 1,500 FOLLOWERS! I am finding the vibe again! #VTuberUprising #VTuberDebut #Vtubers #Fortnite #ApexLegends #FFXVI #Valorant https://t.co/rVd5sCR9q1"
Anteiku coffee shop,2654,,CaelJPGs,2022-12-29 15:34:38+00:00,@ShiLLin_ViLLian Previously top 1% in Apex Legends. Been a minute since I've touched the sticks tho.
"Socorro, NM",22,,TrippyPersian,2022-12-29 15:33:10+00:00,"@CEOofAkame @RayJGlad @PlayApex Pre season, no heirloom. I had to BUY lobas. I jus knowwwwwew I’ve opened more than 1000 packs bruh. 😭"
"Florida, USA",93,,iamfluidstrikez,2022-12-29 15:32:44+00:00,"@Grrted @PlayApex You, waiting with notifications on for the moment to strike. https://t.co/a1Y2NvII1C"
h:@shoseikanashi pf: @siun_13,3175,,Niamocha_ch,2022-12-29 15:32:39+00:00,"@HisandHersLive @PlayApex Would love to play again!! Was so much fun last time, our team was so close!!"
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 15:32:13+00:00,@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost Ghosty: yea I'm pretty hopeless. But don't tell apex please?
"Rochester, NY",94,"['FragosoEntertainment', 'ApexLegends', 'Apex', 'eSports', 'Apex募集ps4', 'Apex募集', 'Apex募集pc', 'support', 'SupportSmallStreamers', 'Xbox', 'PlayStation5']",Fragoso_Ent,2022-12-29 15:31:23+00:00,"Just a controller player running double AR’s for no reason whatsoever 🤣🤦🏻‍♂️ (@iTzI2eloaDz)

https://t.co/NiArlPd8Ac 

#FragosoEntertainment #ApexLegends #Apex #eSports #Apex募集ps4 #Apex募集 #Apex募集pc #support #SupportSmallStreamers #Xbox   #PlayStation5 https://t.co/iRT49QJEXI"
,1,,Nika34277262,2022-12-29 15:30:55+00:00,@PlayApex If I invite my silver friends to play with me I cant enter ranked cuz of rank difference. however there seems to be no problem with getting bronze teammates in my games when I queue up solo. What is going on? https://t.co/agjBjItlYy
United States,22,['PS4live'],Shobgunna,2022-12-29 15:29:48+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/0DeD31CO16
"Londonderry, Northern Ireland",782,,davethewingnut,2022-12-29 15:29:13+00:00,@ScanGaming @Razer Apex Legends and Call of Duty 👍🏻
"Kampala, Uganda",4051,,vandemlau,2022-12-29 15:28:09+00:00,"@ShiLLin_ViLLian So so so many

From Unchartered to FIFA to Apex Legends"
Dallas Tx,267,['apexlegends'],ItsTyphonic,2022-12-29 15:28:03+00:00,"Need a ranked team. D3/2 bouncing. Hmu 

#apexlegends"
"Philadelphia, PA",1228,['apexlegend'],iamangelito_,2022-12-29 15:27:43+00:00,I hope @PlayApex arenas is not being removed next season. #apexlegend https://t.co/7Z7WOlv3y6
,29,,HiRiskGunz,2022-12-29 15:27:14+00:00,Apex Legends Road to masters https://t.co/LyrERCo2Ao
,1888,,no_viewers,2022-12-29 15:27:08+00:00,"117versa has been streaming Apex Legends for -27 minutes and no one's watching them, go say hi and make their day https://t.co/2JHtzW9dau. Tag your favourite Apex Legends streamer."
,1004,"['FragosoEntertainment', 'ApexLegends', 'Apex', 'eSports', 'Apex募集ps4', 'Apex募集', 'Apex募集pc', 'support', 'SupportSmallStreamers', 'Xbox', 'PlayStation5']",iTzI2eloaDz,2022-12-29 15:25:40+00:00,"How do y’all lose a 2v1 this bad GET BETTER ! 

https://t.co/CmobbXj7DB 

@Fragoso_Ent 

#FragosoEntertainment #ApexLegends #Apex #eSports #Apex募集ps4 #Apex募集 #Apex募集pc #support #SupportSmallStreamers #Xbox   #PlayStation5 https://t.co/xDSF7yxbck"
Italy  🇮🇹,438,,Chilemex_,2022-12-29 15:24:27+00:00,"Titanfall 2 (2016)
Played it merely because I was told it was single-player Apex Legends, and it pretty much was, so I'm satisfied. It got a little bit boring and repetitive towards the end but it still didn't overstay its welcome, and it was an interesting experience! https://t.co/js8uBsVXlB"
,1252,"['ApexLegends', 'XboxShare']",T00muchF00D,2022-12-29 15:23:59+00:00,Your morning cant be worse than his #ApexLegends #XboxShare https://t.co/fa8nPqapn0
,1004,"['FragosoEntertainment', 'ApexLegends', 'Apex', 'eSports', 'Apex募集ps4', 'Apex募集', 'Apex募集pc', 'support', 'SupportSmallStreamers', 'Xbox', 'PlayStation5']",iTzI2eloaDz,2022-12-29 15:23:12+00:00,"When you make the enemy team respect your Master badge 😈

https://t.co/CmobbXizO3 

@Fragoso_Ent 

#FragosoEntertainment #ApexLegends #Apex #eSports #Apex募集ps4 #Apex募集 #Apex募集pc #support #SupportSmallStreamers #Xbox   #PlayStation5 https://t.co/sJWOiLXn0A"
"Ohio, USA",196,"['trapqueen0430', 'Apex']",Krazy_JDawg,2022-12-29 15:22:58+00:00,#trapqueen0430 is now streaming #Apex Legends https://t.co/2wAWMBvwNr
"Ohio, USA",196,"['givebpizza', 'Apex']",Krazy_JDawg,2022-12-29 15:22:57+00:00,#givebpizza is now streaming #Apex Legends https://t.co/yamRFjVzZ3
🇵🇭,499,,seldgnft,2022-12-29 15:22:20+00:00,@ShiLLin_ViLLian Apex Legends and whatever's good on the PS5 or PC!
"Armenia, Colombia",105,,rps_yeiko,2022-12-29 15:21:38+00:00,"@nse_gg @MonsterEnergyUK my favorite apex legends legend is, catalyst"
Algérie,1588,['AlgeriaGameAwards'],JustPlayIt_,2022-12-29 15:21:33+00:00,"🔴 The Nominees For Best Ongoing Game :
🔸 @playapex @Respawn
🔸 Cod Warzone 2.0 @CallofDutyARA
🔸 @FallGuysGame @Mediatonic 
🔸 @FortniteGame @EpicGamesPub
🔸 @GenshinImpact 
🔸 @PlayVALORANT @riotgames

Vote Now On https://t.co/JzZdgZC2rn
#AlgeriaGameAwards https://t.co/m2nbTLBmvu"
