Username,Datetime,Text
karinaap2794,2022-12-01 23:50:11+00:00,"Thanks La Maquinaria Norteña for spending 1,123 minutes with me in 2022. I couldn’t stop listening to No, Gracias. #SpotifyWrapped https://t.co/0Y0xkpNmKx"
TabloidNusanta7,2022-12-01 23:50:11+00:00,"https://t.co/Eu2MiJpBIh Tebasan Pasukan Samurai Biru, Tumbangkan Dua Tim Raksasa Eropa. #SpotifyWrapped #FIFAWorldCup #SpotifyCorrupt #Japan #PAKvsEng #MAMA2022 #Germany https://t.co/a6z5WBQlvG"
viewfromhellcat,2022-12-01 23:50:10+00:00,bro my spotify wrapped is messed up and isn’t filled with am because i had a whole month where I listened to two taylor swift songs on repeat😭
littlemissdyna5,2022-12-01 23:50:10+00:00,".
@Spotify @SpotifyCares
Please explain why they removed streams of songs by Jungkook, V, and BTS themselves on #spotifywrapped. Why are the songs that we stream the most not showing up for us? Why is the mistreatment always to BTS? You have made it clear to us who your fave is."
Dear_BLUE22,2022-12-01 23:50:10+00:00,"As expected my no.1 group is.. #BTOB !! I'm looking forward to the next amazing albums from the beats @OFFICIALBTOB 💙
#SpotifyWrapped https://t.co/sjUzWnK5ez"
tanniescutx,2022-12-01 23:50:09+00:00,"@PurpleRibbnARMY @Spotify Mr. Ek, please look into the corrupt practices of your own company. @Spotify is currently in the process of scrubbing collab streams from BTS and its members without applying the same policy to other artists on the exact same charts and #SpotifyWrapped  lists. #SpotifyCorrupt"
BuzzingMinaj,2022-12-01 23:50:09+00:00,@compensatenicki over some spotify wrapped 💀
vanesarr09,2022-12-01 23:50:09+00:00,@Spotify @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
ShufflePodcast,2022-12-01 23:50:07+00:00,"Go follow our #twitch to catch us #Livefeed tonight @ 9pm est https://t.co/Hf6XZOrQSV #live #viral #SpotifyWrapped    #GloboNews #Competition #influencer
#influencermarketing
#fridayfeeling #podcast #gaming #Japan #HIT2 #wednesdaynetflix #nsfwtwt #quackityspace #MexicoVsArabia"
zerorider11,2022-12-01 23:50:07+00:00,"Terima kasih, Payung Teduh, karena sudah menghabiskan 698 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Untuk Perempuan Yang Sedang Di Pelukan. #SpotifyWrapped https://t.co/eTmmwhhpoi"
thekaiju3,2022-12-01 23:50:07+00:00,"Thanks @thebandghost for spending 5,432 minutes with me in 2022. I couldn’t stop listening to Hunter’s Moon. #SpotifyWrapped https://t.co/JeFDWeXK5M"
gizzzmm00,2022-12-01 23:50:06+00:00,Unable to post my Spotify wrapped for obvious reasons (succession theme was my most played song)
_BusanJikook,2022-12-01 23:50:06+00:00,GUYS LETS GUYS RATE THEM 1 STAR IN PLAYSTORE AND APP STORE #SpotifyWrapped #SpotifyCorrupt
Underta15811900,2022-12-01 23:50:06+00:00,"Thanks Rare Americans for spending 3,079 minutes with me, love you guys #SpotifyWrapped https://t.co/kgcaLjHuvd"
tutuisadorable,2022-12-01 23:50:06+00:00,@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. (@bts_bighit @BIGHIT_MUSIC @HYBEOFFICIALtwt)
kaii_216,2022-12-01 23:50:06+00:00,"Thanks @sanbenito for spending 4,026 minutes with me in 2022. I couldn’t stop listening to Vete. #SpotifyWrapped https://t.co/qM8hSetFwD"
Jkook970,2022-12-01 23:50:06+00:00,@sugamiint @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
iammitzvah,2022-12-01 23:50:06+00:00,Thanks Nica del Rosario @nicadelrosario for spending 565 minutes with me in 2022. I couldn’t stop listening to Rosas. #SpotifyWrapped https://t.co/HoNCIwWJgf
Esoj53,2022-12-01 23:50:05+00:00,Thanks @kingsofleon for spending 281 minutes with me in 2022. I couldn’t stop listening to The Bandit. #SpotifyWrapped https://t.co/C8s09sRmgc
Woozidan10,2022-12-01 23:50:05+00:00,"Thanks @pledis_17 for spending 4,738 minutes with me in 2022. I couldn’t stop listening to HOT. #SpotifyWrapped https://t.co/0s8TOplfd9"
cheshta070723,2022-12-01 23:50:05+00:00,Thanks @isidhumoosewala for spending 216 minutes with me in 2022. I couldn’t stop listening to 295. #SpotifyWrapped https://t.co/rajpip38a2
sgaston712,2022-12-01 23:50:04+00:00,What’s your listener personality?  #SpotifyWrapped #2022PodcasterWrapped https://t.co/0fC2jzbg7X
MegaHayatiFitr1,2022-12-01 23:50:04+00:00,Thanks Sheila On 7 for spending 414 minutes with me in 2022. I couldn’t stop listening to Hari Bersamanya. #SpotifyWrapped https://t.co/b6DOXJIaxw
micafrican,2022-12-01 23:50:03+00:00,"this is absolutely not true. i LITERALLY listened to crazy frog on december 27, 2017 (((i went to winterhaven w/ my friend that day &amp; played this in my car))) and spotify absolutely DESTROYED me with this shit for 2018’s wrapped https://t.co/TxjvbbFZWP https://t.co/M3l7tenwJY"
bamh_Koo,2022-12-01 23:50:02+00:00,@statsforbangtan @Spotify @SpotifyCares Hello!! @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
IntoExistenceKC,2022-12-01 23:50:02+00:00,"If your #Wrapped on @Spotify shows us anywhere in the top 5, we'll send you a t-shirt! \m/ 

https://t.co/PpqboS2dSU https://t.co/TxZP0tuHcP"
amethystmanul,2022-12-01 23:50:01+00:00,"Thanks Zheani for spending 210 minutes with me in 2022. I couldn’t stop listening to Napalm. #SpotifyWrapped https://t.co/4MJlk3U9HU

@askulloffoxes"
snailpowered,2022-12-01 23:49:59+00:00,"@glodisgud Af þessum 101 lögum í Spotify Wrapped playlistanum mínum voru 26 lög með karlrödd í aðalhlutverki, 21 lög með kvenrödd, og svo 54 með engan söng.

Do with that what you will."
gekyumexyz,2022-12-01 23:49:59+00:00,"Terima kasih, @xxxtentacion, karena sudah menghabiskan 102 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Everybody Dies In Their Nightmares. #SpotifyWrapped https://t.co/cZ4xXDheIW"
mamadaisychain,2022-12-01 23:49:59+00:00,"@taylorswift13 my daughter and I made it into your top 0.001% of listeners on @Spotify!We love you and are so proud of all you've accomplished, we won't be at you're #TaylorSwiftErasTour
We got shut out by @Ticketmaster
#SpotifyWrapped    #TaylorSwift    #TaylorSwiftTix https://t.co/pR1Xna4iCW"
JoyceGonzlezlv1,2022-12-01 23:49:59+00:00,"Thanks @sanbenito for spending 3,536 minutes with me in 2022. I couldn’t stop listening to Tití Me Preguntó. #SpotifyWrapped https://t.co/Zymo72pnhY"
Taekook859597,2022-12-01 23:49:59+00:00,@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power? Like what's your problem
vanesarr09,2022-12-01 23:49:58+00:00,@Spotify @MichaelBuble @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
arman_tumaroy,2022-12-01 23:49:57+00:00,"Thanks @zacktabudlo for spending 1,093 minutes with me in 2022. I couldn’t stop listening to Habang Buhay. #SpotifyWrapped https://t.co/SNFseIgttk"
AEG_KamiJinxed,2022-12-01 23:49:57+00:00,"Thanks @threedaysgrace for spending 1,234 minutes with me in 2022. I couldn’t stop listening to Misery Loves My Company. #SpotifyWrapped https://t.co/TfEITHU8O6"
yvxXdsx,2022-12-01 23:49:56+00:00,"Gracias, @paulolondra, por haberme hecho compañía durante 1968 minutos en 2022. No he parado de escuchar Querido Amigo. #SpotifyWrapped https://t.co/5QkhhHNeOz"
Nish_twt,2022-12-01 23:49:55+00:00,"Thanks @bts_bighit for spending 2,417 minutes with me in 2022. I couldn’t stop listening to Run BTS.💜 #SpotifyWrapped https://t.co/H0W88R0UY2"
rezmik06,2022-12-01 23:49:55+00:00,"Thanks @bts_bighit for spending 14,023 minutes with me in 2022. I couldn’t stop listening to I'm Fine. #SpotifyWrapped https://t.co/cyC7X7AFy1"
0nlyvibe,2022-12-01 23:49:54+00:00,"This year, I spent 12,688 minutes listening. Think you topped that? Find out with #SpotifyWrapped  https://t.co/6jef0HrDwt"
Kirxpjmjk_,2022-12-01 23:49:54+00:00,@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
ilusoaii,2022-12-01 23:49:52+00:00,"Terima kasih, HONNE, karena sudah menghabiskan 413 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Day 1 ◑ - Brooklyn Session. #SpotifyWrapped https://t.co/opvj52QonK"
D900gt,2022-12-01 23:49:52+00:00,"Guys, Till Now It Was Time For 'Spotify' But Now It's Time For ""The School Journey"" Book 😁😁

Our Book Is Now Available On @amazon:
Amazon: https://t.co/ITRT2lcE4x

#TheSchoolJourney #school #book #SpotifyWrapped https://t.co/0KGvbzP7mp"
Hobi_MyAngel,2022-12-01 23:49:51+00:00,@levijjk Hi @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
Danilethis_649,2022-12-01 23:49:51+00:00,"Thanks @bts_bighit for spending 79,481 minutes with me in 2022. I couldn’t stop listening to Yet To Come. #SpotifyWrapped https://t.co/sJYtk8rXLV"
PJLL3B,2022-12-01 23:49:50+00:00,Thanks The Chemical Brothers for spending 708 minutes with me in 2022. I couldn’t stop listening to Got To Keep On. #SpotifyWrapped https://t.co/rehJQOIKTK
EternalBrekfast,2022-12-01 23:49:50+00:00,Almost considered converting to Spotify…WELL FORGET THAT LOL YOUTUBE HAS A WRAPPED TOO https://t.co/h9cfAsdHF3
HsynPala06,2022-12-01 23:49:50+00:00,"Heijan, 2022'de benimle 219 dakika geçirdiğin için teşekkür ederim. Çilelerimiz şarkını dinlemeye doyamadım. #SpotifyWrapped https://t.co/LxvgZhoWCN
@heijannnnn 👑🌹"
Yourhot222,2022-12-01 23:49:50+00:00,"Thanks @chaseatlantic for spending 3,251 minutes with me in 2022. I couldn’t stop listening to Into It. #SpotifyWrapped https://t.co/pP958KPyxK"
hot_notts,2022-12-01 23:49:50+00:00,"Thanks @yearsandyears for spending 5,689 minutes with me in 2022. I couldn’t stop listening to Muscle. #SpotifyWrapped https://t.co/YGQQC8jk3M"
4cidgvrl,2022-12-01 23:49:49+00:00,"i see ppl roasting e/o’s spotify wrapped and not a single artist mentioned has made it to my top 5, this means i have pristine music taste"
Blene234,2022-12-01 23:49:49+00:00,Hopping on twitter after a long day. Certainly nothing troubling has been going on today! What have I missed? #SpotifyWrapped
ThierryGuitard,2022-12-01 23:49:49+00:00,"Dynamite (7"" Version) https://t.co/oP2pVLRgz9 via @YouTube #JermaineJackson #SpotifyWrapped #MichaelJackson"
_7dir,2022-12-01 23:49:48+00:00,"Thanks @eminem for spending 1,666 minutes with me in 2022. I couldn’t stop listening to Superman. #SpotifyWrapped https://t.co/rqMt6O13C1"
Natn__n,2022-12-01 23:49:48+00:00,"Hobi nonton film? Wajib nonton film ini saat natal

#Netflix #movies #ViolentNight #Trending #TrendingNow #SpotifyWrapped #film #SpotifyCorrupt #Japan 

https://t.co/ERs6m0LqKG"
childishkid_10,2022-12-01 23:49:48+00:00,"Thanks @paramore for spending 1,289 minutes with me in 2022. I couldn’t stop listening to Rose-Colored Boy. #SpotifyWrapped https://t.co/vhGuFZNpb8"
Thanutchaporn10,2022-12-01 23:49:47+00:00,ขอบคุณ Three Man Down ที่ใช้เวลา 423 นาทีกับฉันในปี 2022 ฉันฟัง Friend Zone ไม่เบื่อเลย #SpotifyWrapped https://t.co/ZjQfNgxxr6
GoodByeeFelicia,2022-12-01 23:49:47+00:00,"Last year is Taylor Swift too 😂
My top artist of 2022. Who was yours? #SpotifyWrapped 
https://t.co/XwczIkwk0k"
Nia_kook06,2022-12-01 23:49:44+00:00,"Given, ευχαριστώ για τα 389 λεπτά που περάσαμε μαζί το 2022. Δεν χόρταινα να ακούω το 夜が明ける. #SpotifyWrapped https://t.co/s1hcJp8S5L"
Taekook859597,2022-12-01 23:49:44+00:00,@Spotify @SpotifyCares Christmas Tree by V is not showing in all fans Spotify Wrapped Please Check it. We all streamed it but it didn't showed in our Top Songs on 2022! Please look in to it. WHY THERE'S ONLY PROBLEM WITH BTS MEMBERS?
morteecaii,2022-12-01 23:49:44+00:00,No bc I would be bullied for my Spotify wrapped
MMEEHHUULLL,2022-12-01 23:49:43+00:00,"Thanks @logic301 for spending 1,489 minutes with me in 2022. I couldn’t stop listening to Isis (feat. Logic). #SpotifyWrapped https://t.co/MEYoE0u6ny"
hazel_hige_MGA,2022-12-01 23:49:43+00:00,Aaah I badly wanna see MGA's Spotify Wrapped for Artists
GeosFlowers,2022-12-01 23:49:43+00:00,my friends spotify wrapped https://t.co/ZQCPxkq6tL
esti_ham,2022-12-01 23:49:43+00:00,ya me cansé del spotify wrapped ahora que salga el tvtime wrapped
Riggs3660,2022-12-01 23:49:43+00:00,@SPtravelsalot Just had to update my Spotify and then all the 2022 Wrapped Info uploaded
ozgurozceti026,2022-12-01 23:49:43+00:00,"Tuna Kiremitçi, 2022'de benimle 7.040 dakika geçirdiğin için teşekkür ederim. Uçmak İstiyorsan şarkını dinlemeye doyamadım. #SpotifyWrapped https://t.co/HLKUauiJsV"
JessyHorton,2022-12-01 23:49:42+00:00,"Thanks @boburnham for spending 1,931 minutes with me in 2022. Inside is one of the most important works of art of our generation #SpotifyWrapped https://t.co/ikMsQPdIsX"
HoadleyMitchell,2022-12-01 23:49:41+00:00,Thanks @morganwallen for spending 754 minutes with me in 2022. I couldn’t stop listening to Wasted On You. #SpotifyWrapped https://t.co/4xaAAb5UCC
MinhNgu23566277,2022-12-01 23:49:41+00:00,@dreamjeons @Spotify @SpotifyCares @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
_viscountess_,2022-12-01 23:49:40+00:00,"@PLAYYPENN @Spotify @SpotifyCares please you removed left and right from Jungkook and ""My Universe"" from BTS on Spotify Wrapped this year. Both are equally theirs

#SpotifyCorrupt 

#SpotifyCorrupt"
MatthewMobzify,2022-12-01 23:49:39+00:00,My top song of 2022. What was yours? #SpotifyWrapped  https://t.co/zwQ04YNdUo @GUNSHIPMUSIC fell in love with you guys this year… can’t get enough
Futaro_breb,2022-12-01 23:49:38+00:00,I don’t normally use Spotify that much but this was interesting to see #SpotifyWrapped https://t.co/xB2eNGsEyY
joelcirco,2022-12-01 23:49:38+00:00,"Thanks Home Free for spending 3,318 minutes with me in 2022. I couldn’t stop listening to Ring of Fire (feat. Avi Kaplan). #SpotifyWrapped https://t.co/qAqrVkm1AV
#homefree"
amethystmanul,2022-12-01 23:49:38+00:00,"My top artist of 2022. Who was yours? #SpotifyWrapped 
https://t.co/BjSp4o6nNl

@askulloffoxes"
nyckpopqueens,2022-12-01 23:49:38+00:00,"New podcast drops tomorrow! This week we review #RedVelvet, #KangDaniel, and #Tempest. Plus, we pick the best performances from the #MMA’s and discuss our #SpotifyWrapped. https://t.co/0FZrXA4ztS"
ItsMeJBird,2022-12-01 23:49:37+00:00,"My Spotify Wrapped shows that, year after year, I’m a creature of habit and comfort… I tend to listen to the same beloved classics that make me happy. 💖
Maybe next year I’ll try to branch out a bit more, eh? #SpotifyWrapped https://t.co/HiezrqvPkI"
moraleznxle,2022-12-01 23:49:37+00:00,O triste de ser uma parasita de Spotify é que não dá nem pra fazer meu wrapped sem acharem que eu sou uma drogada
MinferM1,2022-12-01 23:49:37+00:00,"#SpotifyCorrupt
@Spotify @SpotifyCare are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?"
Jallysmj95,2022-12-01 23:49:37+00:00,@statsforbangtan @Spotify @SpotifyCares .@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
mikagirl76,2022-12-01 23:49:37+00:00,"感謝@bts_bighit在 2022 年與我共度 20,453 分鐘。我對〈Butter〉百聽不厭。#SpotifyWrapped https://t.co/bcUJU1jVEE"
DayDreamerDust,2022-12-01 23:49:36+00:00,"if we are going to remove the streams of collabs from every artist, it should be J-hope who is the most streamed k-pop soloist 

But Spotify didn't remove the streams of Lisa's collabs, just so she could be #1 

#SpotifyCorrupt 
 @SpotifyCares #SpotifyWrapped https://t.co/5uoOyN5eGl"
PunkAngelsDream,2022-12-01 23:49:35+00:00,"I'm honestly not surprised. @OfficialMonstaX is my top artist 3 years running. 

No judgment on the Kidz Bop...#teacherlife #SpotifyWrapped https://t.co/c4izPSDoTY"
ChrisPed1,2022-12-01 23:49:35+00:00,"Thanks @twentyonepilots for spending 5,660 minutes with me in 2022. I couldn’t stop listening to Saturday / Level of Concern / Ride / Car Radio - Livestream Version. #SpotifyWrapped https://t.co/6hJyRstTHt"
Thlumin16,2022-12-01 23:49:35+00:00,"@levijjk One minute here @Spotify @SpotifyCares We are waiting for your explanation on why you removed Jungkook's ""Left and Right"" and BTS's ""My Universe"" on Spotify Wrapped this year. Both songs are equally owned by him. Are you really that scared of his power?"
angelopasq44,2022-12-01 23:49:35+00:00,"Thanks @billyjoel for spending 1,873 minutes with me in 2022. I couldn’t stop listening to Movin' Out (Anthony's Song). Top 0.1% !!!!#SpotifyWrapped    https://t.co/PpBFzqWj8r"
bunnywhisky_ski,2022-12-01 23:49:35+00:00,@JungkookJapan_ @Spotify @SpotifyCares .@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
mauxbie,2022-12-01 23:49:34+00:00,"Thanks @beabad00bee for spending 5,157 minutes with me in 2022. I couldn’t stop listening to Cologne. #SpotifyWrapped https://t.co/xsjhZxpgtV"
totallyasep,2022-12-01 23:49:34+00:00,im tired of my spotify wrapped
Beard3dBadass,2022-12-01 23:49:33+00:00,"Anybody have ""Kanye said Hitler is a good guy"" on their 2022 Spotify Wrapped?"
mbr1115,2022-12-01 23:49:33+00:00,"Thanks @harry_styles for spending 1,449 minutes with me in 2022. I couldn’t stop listening to Grapejuice. #SpotifyWrapped https://t.co/CiVWupO5En"
scootsiedblday,2022-12-01 23:49:33+00:00,"No, YOU have Brittany Murphy’s version of “Boogie Wonderland” from Happy Feet as the 2nd most played song of the year on your #SpotifyWrapped https://t.co/1v13FFwWGI"
zhangji80991528,2022-12-01 23:49:31+00:00,"Hello @Spotify @SpotifyCares, may we have some explanation in regards to the removal of streams of ""Left and Right"" &amp; ""My Universe"" from Jungkook's &amp; BTS' tally in #SpotifyWrapped    , considering these are their songs as much as their collaborators? Please respond asap!"
SloaneDavis8,2022-12-01 23:49:31+00:00,Thanks 36 Questions – The Podcast Musical for being my top podcast on @Spotify this year. I loved all 191 minutes of it. #SpotifyWrapped https://t.co/wN7Ypz992J
DarrenHemann,2022-12-01 23:49:31+00:00,"Thanks The Paper Kites for spending 1,130 minutes with me in 2022. I couldn’t stop listening to Climb on Your Tears. #SpotifyWrapped https://t.co/I0H1a1GkDK"
_lullaby_jin,2022-12-01 23:49:31+00:00,@levijjk Hey @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
1youngselfmade,2022-12-01 23:49:31+00:00,I saw my Spotify wrapped this year as an artist and wasn’t too impressed but that was expected. It’s like getting your grades back and knowing you skipped a lot of classes but I aced the most important class this year though 🙏🏾🕊️
_emma_66,2022-12-01 23:49:31+00:00,Finally a Spotify wrapped that's for me https://t.co/lEOUQiwpt5
misadventureZ,2022-12-01 23:49:30+00:00,"who would have thought na my top artist is BTS? from someone who don't like kdrama and kpop. 😅 

 #SpotifyWrapped https://t.co/Y1VD07nEnK"
g59mads,2022-12-01 23:49:30+00:00,kanye is on my spotify wrapped
lgbtseinfeld,2022-12-01 23:49:29+00:00,"I want to be clear to my fans that the trees, i love life, weeds II origin of the species, and sorted for e's and whizz are all also on my spotify wrapped playlist."
BTS_Stream13_,2022-12-01 23:49:28+00:00,"@Matt_W0lft @jeremyerlich Hi. @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power!!??
#SpotifyCorrupt"
pinguroncin,2022-12-01 23:49:27+00:00,"al diablo con MBTI, ¿cuál fue su personalidad spotify wrapped? yo fui ENVU https://t.co/QYQq92X7or"
yyccci,2022-12-01 23:49:27+00:00,my spotify wrapped is just another reminder of how depressed i am
fxking_princess,2022-12-01 23:49:27+00:00,"Hello, @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power? https://t.co/F1VxigW1Fu"
thegeekedoutte1,2022-12-01 23:49:26+00:00,"The amount of Spanish I've learned listening to 5,181 minutes of this talented man! Thank you @SebastianYatra ! I can't wait for 2023 ❤️❤️❤️❤️ 

 #SpotifyWrapped https://t.co/l3CU1x1UwF"
angeeta_mecwan,2022-12-01 23:49:26+00:00,"Thanks @bts_bighit for spending 2,732 minutes with me in 2022. I couldn’t stop listening to Left and Right (Feat. Jung Kook of BTS). #SpotifyWrapped https://t.co/PpOxG790Yy"
francobittsm,2022-12-01 23:49:26+00:00,mi personalidad según el spotify wrapped https://t.co/R1nG9WhAJO
CoffeeCrowGuy,2022-12-01 23:49:25+00:00,"Halo's music is just too damned good lol.
Thanks Martin O'Donnell for spending 4,739 minutes with me in 2022. I couldn’t stop listening to Halo Theme Mjolnir Mix. #SpotifyWrapped https://t.co/LglEx5VbLH"
sukhmankhabra26,2022-12-01 23:49:25+00:00,"Thanks @theweeknd for spending 4,300 minutes with me in 2022. I couldn’t stop listening to Save Your Tears. #SpotifyWrapped https://t.co/ygiaQyGS7y"
KylerGish,2022-12-01 23:49:25+00:00,RIP anyone with Kanye on their Spotify wrapped
delannkon,2022-12-01 23:49:25+00:00,Time to get started on next years Spotify wrapped!!
NunukKusuma5,2022-12-01 23:49:24+00:00,@Daily_JK97 @Spotify @SpotifyCares Hello @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power? Care to explain???
eeleyeshawman,2022-12-01 23:49:24+00:00,"Thanks _BY.ALEXANDER for spending 1,821 minutes with me in 2022. I couldn’t stop listening to TRUMPETS. #SpotifyWrapped https://t.co/7pHFTPLNfv"
Othman2003322,2022-12-01 23:49:23+00:00,Thanks Don Bigg for spending 211 minutes with me in 2022. I couldn’t stop listening to Ghi T9al (Et2al). #SpotifyWrapped https://t.co/QWMuOJc9O9
sept_makxyle,2022-12-01 23:49:23+00:00,Thanks @bts_bighit for spending 674 minutes with me in 2022. I couldn’t stop listening to Life Goes On. #SpotifyWrapped https://t.co/t9Gl02AWv6
capaterochelle,2022-12-01 23:49:23+00:00,Thanks @bts_bighit for spending 802 minutes with me in 2022. I couldn’t stop listening to Love Maze. #SpotifyWrapped https://t.co/RqBWZQgp30
gapunyayelyel,2022-12-01 23:49:22+00:00,"Terima kasih, @tulusm, karena sudah menghabiskan 400 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Remedi. #SpotifyWrapped https://t.co/lCyxSxW3G0"
PedroLanca1,2022-12-01 23:49:22+00:00,"One of my favorite records, so.. 😎#SpotifyWrapped 
https://t.co/4p3euJNmXI"
_Athetos_,2022-12-01 23:49:22+00:00,Thanks Thomas Happ for spending 287 minutes with me in 2022. I couldn’t stop listening to Indra Internal. #SpotifyWrapped https://t.co/RULuufji7U
agnezwho_,2022-12-01 23:49:21+00:00,kasih liat #SpotifyWrapped kamuu dongg nezzz @agnezmo
Emma19842006,2022-12-01 23:49:21+00:00,"Started listening in June, lovely to be caught up now &amp; ready for Rosie’s xmas TV chat!!! 🧵 🪡 💃 😃 Thanks @thesmafans for being my top podcast on @Spotify this year. I loved all 21,100 minutes of it. #SpotifyWrapped https://t.co/AMUzbwBuib"
ustiomerc,2022-12-01 23:49:21+00:00,Thanks @sabaton for spending 824 minutes with me in 2022. I couldn’t stop listening to Stormtroopers - History Edition. #SpotifyWrapped https://t.co/E97cfrsYi8
AcuarelaLela,2022-12-01 23:49:20+00:00,Desde que vi mi #SpotifyWrapped he escuchado más esas canciones que nunca.
officialladymsv,2022-12-01 23:49:18+00:00,"My #spotify #spotifywrapped is here!! From the bottom of my heart, I appreciate the support of my music and songwriting journey 😘💜  
#LadyMSV Ready to start a whole new year with y'all!! 😛 @ Virginia Beach, Virginia https://t.co/iB89yN0XMP"
sakti_blezz,2022-12-01 23:49:18+00:00,"Thanks @takayan_gorizal for spending 3,506 minutes with me in 2022. I couldn’t stop listening to Toy. #SpotifyWrapped https://t.co/fysYJ163zI"
CytizenKane,2022-12-01 23:49:17+00:00,"Thanks @TechN9ne for spending 2,574 minutes with me in 2022. I couldn’t stop listening to Minimize. #SpotifyWrapped    https://t.co/yb0SRP7nqW"
NonsoPaul7,2022-12-01 23:49:16+00:00,Thanks @nfrealmusic for spending 490 minutes with me in 2022. I couldn’t stop listening to Mansion. #SpotifyWrapped https://t.co/qdbLdCQqlH
Enialla2,2022-12-01 23:49:16+00:00,@Spotify_PH #SpotifyWrapped https://t.co/Vu5kjKSz3D
LilBlueShark,2022-12-01 23:49:15+00:00,@the_miraclemile How was your Spotify Wrapped this year?
Sousoukamer,2022-12-01 23:49:15+00:00,.. @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
ramiliusratatus,2022-12-01 23:49:14+00:00,"So turns out YT also now has YoutubeRecap which is basically the same as Spotify Wrapped. And I listen to music with a total of 82,067 minutes this year. And yeah EHE- 

Here's a thread of Everything I got

; a thread"
madkaunaapparel,2022-12-01 23:49:14+00:00,Thanks Fiji for spending 814 minutes with me in 2022. I couldn’t stop listening to Sweet Darlin. #SpotifyWrapped https://t.co/1oMTqgbRCH
risneyyy28,2022-12-01 23:49:14+00:00,"Setelah moment spotify wrapped ini gue makin ngeliat makin byk org2 yg terlalu lebay soal musik. Kalo lu gasuka sama 1 lagu, atau penyanyi atau group bukan berarti lagu2 mereka itu sampah, jelek atau apa. 

Jgn sampe kebencian terlalu menguasaimu lah."
HobanVanja,2022-12-01 23:49:13+00:00,Grazie Elisa per i 309 minuti trascorsi insieme nel 2022. Stay sempre in loop. Ma sempre sempre. #SpotifyWrapped https://t.co/qVfYqE4yTf
Lizzburrell,2022-12-01 23:49:13+00:00,"Thanks @burnaboy for spending 2,354 minutes with me in 2022. I couldn’t stop listening to Calm Down. #SpotifyWrapped    https://t.co/HWZMc01Vxw"
Skand5r,2022-12-01 23:49:13+00:00,"Thanks A.L.A for spending 1,155 minutes with me in 2022. I couldn’t stop listening to Bario. #SpotifyWrapped https://t.co/yYcOimau8X"
